Facility name,TRI ID,Address,City,County,State,Zip Code,Year,Chemical,CAS,Fugitive Air,Stack Air,Total Air,Surface Water Discharge,Underground Injection,Land Disposal,Total on-site release,Recycled on-site,Energy recovery on-site,Treated on-site
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2004,ETHYLBENZENE,'000071432',26,75,101,0,0,0,101,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2005,ETHYLBENZENE,'000071432',94.94,80.34,175.28,0,0,0,175.28,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2006,ETHYLBENZENE,'000071432',136.25,49.02,185.27,0,0,0,185.27,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2007,ETHYLBENZENE,'000071432',123.37,84.06,207.43,0,0,0,207.43,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2008,ETHYLBENZENE,'000071432',90.57,35.81,126.38,0,0,0,126.38,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2009,ETHYLBENZENE,'000071432',88.89,87.94,176.83,0,0,0,176.83,0,0,383.65
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2010,ETHYLBENZENE,'000071432',72.49,50.93,123.42,0,0,0,123.42,0,0,118.08
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2011,ETHYLBENZENE,'000071432',38.36,29.42,67.78,0,0,0,67.78,1.63,0,4.03
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2012,ETHYLBENZENE,'000071432',24.37,21.55,45.92,0,0,0,45.92,111.93,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2013,ETHYLBENZENE,'000071432',14,34,48,0,0,0,48,0,0,12
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2014,ETHYLBENZENE,'000071432',77,18,95,0,0,0,95,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2015,ETHYLBENZENE,'000071432',140,16,156,0,0,0,156,24,0,72
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',1998,ETHYLBENZENE,'000071432',180,28,208,0,0,0,208,4,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',1999,ETHYLBENZENE,'000071432',9,9,18,0,0,0,18,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2000,ETHYLBENZENE,'000071432',9,8,17,0,0,0,18,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2001,ETHYLBENZENE,'000071432',75,102,177,0,0,0,177,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2002,ETHYLBENZENE,'000071432',11,29,40,0,0,0,40,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2003,ETHYLBENZENE,'000071432',165,104,269,0,0,0,269,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2004,ETHYLBENZENE,'000071432',57,467,524,0,0,0,524,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2005,ETHYLBENZENE,'000071432',67.36,34.47,101.83,0,0,0,101.83,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2006,ETHYLBENZENE,'000071432',61.3,40.29,101.59,0,0,0,101.59,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2007,ETHYLBENZENE,'000071432',85.4,50.89,136.29,0,0,0,136.29,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2008,ETHYLBENZENE,'000071432',53.46,50.16,103.62,0,0,0,103.62,0,0,0
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2009,ETHYLBENZENE,'000071432',89.57,82.61,172.18,0,0,0,172.18,7.21,0,0.58
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2010,ETHYLBENZENE,'000071432',65.38,105.74,171.12,0,0,0,171.12,5.5,0,1.16
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2011,ETHYLBENZENE,'000071432',37.82,61.74,99.56,0,0,0,99.56,202.68,0,27.72
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2012,ETHYLBENZENE,'000071432',32.77,50.8,83.57,0,0,0,83.57,5.9,0,984
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2013,ETHYLBENZENE,'000071432',54,120,174,0,0,0,174,6,0,1900
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2014,ETHYLBENZENE,'000071432',190,40,230,0,0,0,230,5,0,910
TESORO EAST HYNES TERMINAL,90805RCPRD5905P,5905 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,'90805',2015,ETHYLBENZENE,'000071432',77,33,110,0,0,0,110,4,0,280
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',1998,ETHYLBENZENE,'000071432',66,11,77,0,0,0,77,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',1999,ETHYLBENZENE,'000071432',20,12,32,0,0,14,46,14,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2000,ETHYLBENZENE,'000071432',20,10,30,0,0,0,30,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2001,ETHYLBENZENE,'000071432',28,198,226,0,0,0,226,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2002,ETHYLBENZENE,'000071432',9,205,214,0,0,0,214,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2003,ETHYLBENZENE,'000071432',98,257,355,0,0,0,355,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2004,ETHYLBENZENE,'000071432',13,18,31,0,0,0,31,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2005,ETHYLBENZENE,'000071432',23.46,20.6,44.06,0,0,0,44.06,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2006,ETHYLBENZENE,'000071432',20.24,19.39,39.63,0,0,0,39.63,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2007,ETHYLBENZENE,'000071432',50.2,18.63,68.83,0,0,0,68.83,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2008,ETHYLBENZENE,'000071432',47.29,16.69,63.98,0,0,0,63.98,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2009,ETHYLBENZENE,'000071432',28.22,17.69,45.91,0,0,0,45.91,0.82,12.74,471.09
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2010,ETHYLBENZENE,'000071432',22.53,14.51,37.04,0,0,0,37.04,1.95,0,118.71
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2011,ETHYLBENZENE,'000071432',19.84,12.14,31.98,0,0,0,31.98,0,0,66.02
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2012,ETHYLBENZENE,'000071432',12.41,7.48,19.89,0,0,0,19.89,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2013,ETHYLBENZENE,'000071432',14,15,29,0,0,0,29,12,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2014,ETHYLBENZENE,'000071432',19,21,40,0,0,0,40,0,0,0
TESORO HATHAWAY TERMINAL,90806DGNGT2350H,2350 OBISPO AVE,SIGNAL HILL,LOS ANGELES,CA,'90755',2015,ETHYLBENZENE,'000071432',66,14,80,0,0,0,80,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ETHYLBENZENE,'000071432',1900,0,1900,0,0,0,1900,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ETHYLBENZENE,'000071432',4930,190,5120,80,0,0,5200,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,ETHYLBENZENE,'000071432',4100,0,4100,0,0,0,4100,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,ETHYLBENZENE,'000071432',6135,1545,7680,10,0,0,7690,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1990,ETHYLBENZENE,'000071432',9743,250,9993,0,0,0,9993,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1990,ETHYLBENZENE,'000071432',4735,710,5445,20,0,0,5465,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1991,ETHYLBENZENE,'000071432',23000,1700,24700,0,0,0,24700,5100,0,470000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1991,ETHYLBENZENE,'000071432',4900,150,5050,110,0,0,5160,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1991,ETHYLBENZENE,'000071432',0,4,4,0,0,0,4,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1992,ETHYLBENZENE,'000071432',3,4,7,0,0,0,7,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1992,ETHYLBENZENE,'000071432',4920,150,5070,0,0,0,5070,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1992,ETHYLBENZENE,'000071432',7300,2100,9400,0,0,0,9400,100,0,6000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1993,ETHYLBENZENE,'000071432',5100,1900,7000,0,0,0,7000,53,0,200
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1993,ETHYLBENZENE,'000071432',15000,1700,16700,0,0,0,16700,22000,0,1100
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1994,ETHYLBENZENE,'000071432',40,130,170,0,0,0,170,110,0,280
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1994,ETHYLBENZENE,'000071432',1700,1800,3500,0,0,0,3500,21000,0,45000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1995,ETHYLBENZENE,'000071432',1300,270,1570,0,0,0,1570,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1995,ETHYLBENZENE,'000071432',23,101,124,2,0,13,139,540,0,550
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1996,ETHYLBENZENE,'000071432',17,101,118,3,0,0,121,330,0,120
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1996,ETHYLBENZENE,'000071432',13,7,20,0,0,0,20,930,0,49
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1996,ETHYLBENZENE,'000071432',3800,1800,5600,0,0,0,5600,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1996,ETHYLBENZENE,'000071432',10,26,36,0,0,0,36,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1997,ETHYLBENZENE,'000071432',26,105,131,4,0,0,135,557,0,68
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1997,ETHYLBENZENE,'000071432',14,7,21,0,0,0,21,1100,0,56
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1997,ETHYLBENZENE,'000071432',600,2400,3000,1,0,0,3001,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1997,ETHYLBENZENE,'000071432',10,26,36,0,0,0,36,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1998,ETHYLBENZENE,'000071432',452,179,631,20,0,10,661,88,0,29
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1998,ETHYLBENZENE,'000071432',19,7,26,0,0,0,26,1400,0,75
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1998,ETHYLBENZENE,'000071432',470,2400,2870,1,0,0,2871,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1998,ETHYLBENZENE,'000071432',10,24,34,0,0,0,34,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,ETHYLBENZENE,'000071432',237,188,425,20,0,267,712,0,0,44
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,ETHYLBENZENE,'000071432',14,12,26,0,0,0,26,1100,0,55
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,ETHYLBENZENE,'000071432',500,2300,2800,1,0,0,2801,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,ETHYLBENZENE,'000071432',10,24,34,0,0,0,34,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,ETHYLBENZENE,'000071432',416,201,617,2,0,537,1156,0,0,99
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,ETHYLBENZENE,'000071432',11,11,22,0,0,0,22,950,0,50
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,ETHYLBENZENE,'000071432',550,610,1160,0,0,0,1160,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,ETHYLBENZENE,'000071432',10,23,33,0,0,0,33,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,ETHYLBENZENE,'000071432',13,12,25,0,0,0,25,989,0,49
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,ETHYLBENZENE,'000071432',355,362,717,0,0,113,830,0,0,268
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,ETHYLBENZENE,'000071432',28,32,60,0,0,0,60,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,ETHYLBENZENE,'000071432',860,630,1490,0,0,0,1490,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,ETHYLBENZENE,'000071432',530,540,1070,0,0,0,1070,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,ETHYLBENZENE,'000071432',10,10,20,0,0,0,20,770,0,41
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,ETHYLBENZENE,'000071432',10,29,39,0,0,0,39,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,ETHYLBENZENE,'000071432',356,307,663,0,0,36,699,0,0,1601
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,ETHYLBENZENE,'000071432',13,4,17,0,0,0,17,698,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,ETHYLBENZENE,'000071432',867,361,1228,0,0,0,1228,0,0,1338
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,ETHYLBENZENE,'000071432',10,30,40,0,0,0,40,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,ETHYLBENZENE,'000071432',450,700,1150,0,0,0,1150,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,ETHYLBENZENE,'000071432',14,4,18,1,0,0,19,864,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,ETHYLBENZENE,'000071432',10,28,38,0,0,0,38,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,ETHYLBENZENE,'000071432',441,382,823,0,0,0,823,0,0,3660
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,ETHYLBENZENE,'000071432',1000,680,1680,0,0,0,1680,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,ETHYLBENZENE,'000071432',21,5,26,0,0,0,26,815,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,ETHYLBENZENE,'000071432',766,189,955,0,0,3,958,0,0,3817
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,ETHYLBENZENE,'000071432',10,27,37,0,0,0,37,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,ETHYLBENZENE,'000071432',990,720,1710,1,0,0,1711,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,ETHYLBENZENE,'000071432',10,22,32,0,0,0,32,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,ETHYLBENZENE,'000071432',700,180,880,0,0,81,961,0,0,3600
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,ETHYLBENZENE,'000071432',12,4,16,0,0,0,16,707,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,ETHYLBENZENE,'000071432',1200,480,1680,0,0,0,1680,3,100,1646
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,ETHYLBENZENE,'000071432',9.39,18.54,27.93,0,0,0,27.93,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,ETHYLBENZENE,'000071432',14,5,19,0,0,0,19,783,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,ETHYLBENZENE,'000071432',450,490,940,0,0,0,940,0,0,1600
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,ETHYLBENZENE,'000071432',700,380,1080,0,0,0,1080,11,190,1318
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,ETHYLBENZENE,'000071432',478,571,1049,0,0,0,1049,0,0,247
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,ETHYLBENZENE,'000071432',17,4,21,0,0,0,21,739,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,ETHYLBENZENE,'000071432',21.16,21.74,42.9,0,0,0,42.9,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,ETHYLBENZENE,'000071432',710,360,1070,0,0,0,1070,34,0,2161
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,ETHYLBENZENE,'000071432',1.96,22.13,24.09,0,0,0,24.09,0,0,4.26
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,ETHYLBENZENE,'000071432',17,5,22,0,0,0,22,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,ETHYLBENZENE,'000071432',518,513,1031,0,0,0,1031,0,0,249
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,ETHYLBENZENE,'000071432',730,790,1520,0,0,0,1520,31,0,1400
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2010,ETHYLBENZENE,'000071432',2.51,23.91,26.42,0,0,0,26.42,0,0,5.48
