Facility name,TRI ID,Address,City,County,State,Zip Code,Year,Chemical,CAS,Fugitive Air,Stack Air,Total Air,Surface Water Discharge,Underground Injection,Land Disposal,Total on-site release,Recycled on-site,Energy recovery on-site,Treated on-site
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,BENZENE,'000071432',215,2021,2236,140,0,133,2509,0,0,245
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,BENZENE,'000071432',56,27,83,0,0,0,83,4100,0,210
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,BENZENE,'000071432',820,1000,1820,1,0,0,1821,0,0,22000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1999,BENZENE,'000071432',4,98,102,0,0,0,102,0,0,6
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,BENZENE,'000071432',517,2424,2941,23,0,275,3239,0,0,245
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,BENZENE,'000071432',54,40,94,0,0,0,94,4600,0,240
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,BENZENE,'000071432',850,1100,1950,0,0,0,1950,0,0,21000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2000,BENZENE,'000071432',4,98,102,0,0,0,102,0,0,6
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,BENZENE,'000071432',68,43,111,0,0,0,111,5031,0,252
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,BENZENE,'000071432',398,2885,3283,11,0,82,3376,0,0,761
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,BENZENE,'000071432',4,72,76,0,0,0,76,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2001,BENZENE,'000071432',680,1100,1780,0,0,0,1780,0,0,14000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,BENZENE,'000071432',660,1100,1760,0,0,0,1760,0,0,11000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,BENZENE,'000071432',56,49,105,0,0,0,105,4316,0,227
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,BENZENE,'000071432',4,140,144,0,0,0,144,0,0,6
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2002,BENZENE,'000071432',473,2405,2878,0,0,0,2878,0,0,7264
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,BENZENE,'000071432',51,37,88,0,0,0,88,5642,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,BENZENE,'000071432',1115,2323,3438,0,0,0,3438,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,BENZENE,'000071432',4,150,154,0,0,0,154,0,0,6
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2003,BENZENE,'000071432',900,1200,2100,0,0,0,2100,0,0,12000
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,BENZENE,'000071432',49,28,77,1,0,0,78,5871,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,BENZENE,'000071432',4,140,144,0,0,0,144,0,0,6
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,BENZENE,'000071432',544,3320,3864,0,0,0,3864,0,0,8841
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2004,BENZENE,'000071432',740,1200,1940,0,0,0,1940,0,0,8300
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,BENZENE,'000071432',45,29,74,0,0,0,74,4868,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,BENZENE,'000071432',873,1804,2677,0,0,2,2679,0,0,9949
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,BENZENE,'000071432',4,130,134,0,0,0,134,0,0,6
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2005,BENZENE,'000071432',750,1000,1750,0,0,0,1750,0,0,8700
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,BENZENE,'000071432',4,120,124,0,0,0,124,0,0,6
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,BENZENE,'000071432',800,1400,2200,0,0,78,2278,0,0,2400
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,BENZENE,'000071432',40,29,69,0,0,0,69,4769,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2006,BENZENE,'000071432',940,1100,2040,0,0,0,2040,24,0,3504
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,BENZENE,'000071432',2.06,77.36,79.42,0,0,0,79.42,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,BENZENE,'000071432',36,26,62,0,0,0,62,4269,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,BENZENE,'000071432',670,2000,2670,0,0,0,2670,0,0,9700
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2007,BENZENE,'000071432',810,920,1730,0,0,0,1730,5,0,1608
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,BENZENE,'000071432',497,2272,2769,0,0,0,2769,0,0,2477
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,BENZENE,'000071432',41,26,67,0,0,0,67,4671,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,BENZENE,'000071432',2.58,84.31,86.89,0,0,0,86.89,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2008,BENZENE,'000071432',690,760,1450,0,0,0,1450,40,0,1509
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,BENZENE,'000071432',4.44,85.24,89.68,0,0,0,89.68,0,0,5.49
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,BENZENE,'000071432',42,30,72,0,0,0,72,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,BENZENE,'000071432',533,2121,2654,0,0,0,2654,0,0,2780
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2009,BENZENE,'000071432',610,630,1240,0,0,0,1240,24,0,4500
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2010,BENZENE,'000071432',4.47,89.09,93.56,0,0,0,93.56,0,0,7.06
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2010,BENZENE,'000071432',26,19,45,0,0,0,45,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2010,BENZENE,'000071432',840.26,2562.61,3402.87,0,0,0,3402.87,0,0,3110
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2010,BENZENE,'000071432',880,400,1280,0,0,0,1280,2,0,6900
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2011,BENZENE,'000071432',2.13,83.48,85.61,0,0,0,85.61,0,0,22.49
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2011,BENZENE,'000071432',19,12,31,0,0,0,31,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2011,BENZENE,'000071432',1400,1900,3300,0,0,0,3300,450,240,3200
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2011,BENZENE,'000071432',393.81,3953.13,4346.94,0,0,0,4346.94,23,0,3009
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2012,BENZENE,'000071432',21,13,34,0,0,0,34,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2012,BENZENE,'000071432',5.01,51.51,56.52,0,0,0,56.52,0,0,260.78
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2012,BENZENE,'000071432',670,1300,1970,0,0,0,1970,37,0,3500
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2012,BENZENE,'000071432',360.82,2650.54,3011.36,0,0,0,3011.36,0,0,3014
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2013,BENZENE,'000071432',10,19,29,0,0,0,29,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2013,BENZENE,'000071432',2,0,2,0,0,0,2,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2013,BENZENE,'000071432',862.23,1679.28,2541.51,0,0,0,2541.51,0.29,0,2976.92
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2013,BENZENE,'000071432',8.92,23.08,32,0,0,0,32,0,0,0.0001
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2013,BENZENE,'000071432',560,1200,1760,0,0,0,1760,8,10,1400
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2013,BENZENE,'000071432',6,46,52,0,0,0,52,0,0,3
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2014,BENZENE,'000071432',19,27,46,0,0,0,46,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2014,BENZENE,'000071432',3,49,52,0,0,0,52,2,0,13
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2014,BENZENE,'000071432',2,0,2,0,0,0,2,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2014,BENZENE,'000071432',6.92,10.37,17.29,0,0,0,17.29,0,0,2.002
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2014,BENZENE,'000071432',750.63,1842.03,2592.66,0,0,0,2592.66,0,0,2955.21
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2014,BENZENE,'000071432',1100,1200,2300,0,0,0,2300,82,3,1700
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2015,BENZENE,'000071432',1,48,49,0,0,0,49,0,0,39
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2015,BENZENE,'000071432',30,27,57,0,0,0,57,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2015,BENZENE,'000071432',2,0,2,0,0,0,2,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2015,BENZENE,'000071432',6.65,12.37,19.02,0,0,0,19.02,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2015,BENZENE,'000071432',728.04,1781.16,2509.2,0,0,0,2509.2,14,0,2346.24
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',2015,BENZENE,'000071432',690,1000,1690,0,0,0,1690,170,0,1600
TESORO MARINE TERMINAL 3,90813RCPRD1400P,1400 W PIER C STREET,LONG BEACH,LOS ANGELES,CA,'90813',2006,ETHYLBENZENE,'000071432',19.85,3.82,23.67,0,0,0,23.67,0,0,0
TESORO MARINE TERMINAL 3,90813RCPRD1400P,1400 W PIER C STREET,LONG BEACH,LOS ANGELES,CA,'90813',2007,ETHYLBENZENE,'000071432',0,0,0,0,0,0,0,0,0,0
TESORO MARINE TERMINAL 3,90813RCPRD1400P,1400 W PIER C STREET,LONG BEACH,LOS ANGELES,CA,'90813',2011,ETHYLBENZENE,'000071432',6.1,49.75,55.85,0,0,0,55.85,2.07,0,1131.32
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1991,ETHYLBENZENE,'000071432',1000,0,1000,0,0,0,1000,0,0,0
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1992,ETHYLBENZENE,'000071432',823,0,823,.,0,0,823,0,0,0
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1993,ETHYLBENZENE,'000071432',380,0,380,0,0,0,380,0,0,0
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1994,ETHYLBENZENE,'000071432',1,0,1,0,0,0,1,0,0,100
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1995,ETHYLBENZENE,'000071432',1,0,1,0,0,0,1,0,0,19
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1996,ETHYLBENZENE,'000071432',0,0,0,0,0,0,0,0,0,8
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1997,ETHYLBENZENE,'000071432',1,0,1,0,0,0,1,0,0,32
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1998,ETHYLBENZENE,'000071432',1,0,1,0,0,0,1,0,0,11
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',1999,ETHYLBENZENE,'000071432',3,0,3,0,0,0,3,0,0,60
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2000,ETHYLBENZENE,'000071432',1,0,1,0,0,3,4,0,0,31
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2001,ETHYLBENZENE,'000071432',2,0,2,0,0,1,3,0,0,34
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2002,ETHYLBENZENE,'000071432',1,0,1,0,0,0,1,0,0,27
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2003,ETHYLBENZENE,'000071432',8,2,10,0,0,0,10,0,0,56
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2004,ETHYLBENZENE,'000071432',17,7,24,0,0,0,24,0,0,56
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2005,ETHYLBENZENE,'000071432',8,5,13,0,0,0,13,0,0,40
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2006,ETHYLBENZENE,'000071432',1,0,1,0,0,0,1,0,0,5
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2007,ETHYLBENZENE,'000071432',19,0,19,0,0,0,19,0,0,55
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2008,ETHYLBENZENE,'000071432',18,0,18,0,0,0,18,0,0,0
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2009,ETHYLBENZENE,'000071432',35,0,35,0,0,0,35,0,0,0
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2010,ETHYLBENZENE,'000071432',27.57,0.04,27.61,0,0,0,27.61,0,0,0
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2011,ETHYLBENZENE,'000071432',16.05,0.29,16.34,0,0,0,16.34,0,0,0
TESORO LONG BEACH TERMINAL,90813TXCRF2050E,820 CARRACK AVE,LONG BEACH,LOS ANGELES,CA,'90813',2012,ETHYLBENZENE,'000071432',16,0.12,16.12,0,0,0,16.12,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1991,ETHYLBENZENE,'000071432',706,0,706,0,0,0,706,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1992,ETHYLBENZENE,'000071432',891,0,891,0,0,0,891,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1993,ETHYLBENZENE,'000071432',720,23,743,0,0,0,743,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1994,ETHYLBENZENE,'000071432',34,0,34,0,0,0,34,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1995,ETHYLBENZENE,'000071432',12,2,14,0,0,0,14,13,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1996,ETHYLBENZENE,'000071432',12,1,13,0,0,0,13,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1997,ETHYLBENZENE,'000071432',16,1,17,0,0,0,17,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1998,ETHYLBENZENE,'000071432',250,5,255,0,0,0,255,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',1999,ETHYLBENZENE,'000071432',250,250,500,0,0,0,500,0,1,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2000,ETHYLBENZENE,'000071432',250,5,255,0,0,0,255,0,0,380
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2001,ETHYLBENZENE,'000071432',250,5,255,0,0,0,255,0,0,480
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2002,ETHYLBENZENE,'000071432',250,5,255,0,0,0,255,0,0,590
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2003,ETHYLBENZENE,'000071432',250,5,255,0,0,0,255,0,0,680
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2004,ETHYLBENZENE,'000071432',250,250,500,0,0,0,500,0,0,750
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2005,ETHYLBENZENE,'000071432',250,5,255,0,0,0,255,0,0,850
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2006,ETHYLBENZENE,'000071432',18,3,21,0,0,0,21,0,0,830
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2011,ETHYLBENZENE,'000071432',37.94,16.1,54.04,0,0,0,54.04,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2012,ETHYLBENZENE,'000071432',50.65,36.4,87.05,0,0,0,87.05,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2013,ETHYLBENZENE,'000071432',32,3,35,0,0,0,35,0,0,2800
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2014,ETHYLBENZENE,'000071432',52,6,58,0,0,0,58,0,0,0
TESORO WILMINGTON SALES TERMINAL,90744TXCRF1926C,1930 E PACIFIC COAST HIGHWAY,WILMINGTON,LOS ANGELES,CA,'90744',2015,ETHYLBENZENE,'000071432',30,6,36,0,0,0,36,0,0,2200
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',1998,ETHYLBENZENE,'000071432',1,10,11,0,0,0,11,46,0,36
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',1999,ETHYLBENZENE,'000071432',94,21,115,0,0,0,115,0,0,4
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2000,ETHYLBENZENE,'000071432',43,9,52,0,0,0,52,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2001,ETHYLBENZENE,'000071432',71,112,183,0,0,0,183,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2002,ETHYLBENZENE,'000071432',5,116,121,0,0,0,121,0,0,0
TESORO MARINE TERMINAL 2,90813RCPRD1300P,1300 W PIER B ST,LONG BEACH,LOS ANGELES,CA,'90813',2003,ETHYLBENZENE,'000071432',133,500,633,0,0,0,633,0,0,0
