Facility name,TRI ID,Address,City,County,State,Zip Code,Year,Chemical,CAS,Federal (F) or Commercial (C),Form Type (Form R or A),Industry,Fugitive Air,Stack Air,Total Air,Surface Water Discharge,Underground Injection,Land Disposal,Total on-site release,Off-site release,Total on- and off-site releases,Transfer to recycling,Transfer to energy recovery,Transfer to treatment,Transfer to POTWs,Other off-site transfer,Total transfers off-site for waste management,Recycled on-site,Recycled off-site,Energy recovery on-site,Energy recovery off-site,Treated on-site,Treated off-site,Quantity released on- and off-site,Total production-related waste managed,Non production-related waste managed
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,1,1-TRICHLOROETHANE",'000071556',C,R,NAICS 324 - Petroleum,520,20,540,0,0,0,540,.,540,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,1,1-TRICHLOROETHANE",'000071556',C,R,NAICS 324 - Petroleum,45536,0,45536,0,0,0,45536,.,45536,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,2,4-TRIMETHYLBENZENE",'000095636',C,R,NAICS 324 - Petroleum,400,0,400,0,0,0,400,.,400,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,2,4-TRIMETHYLBENZENE",'000095636',C,R,NAICS 325 - Chemicals,6690,990,7680,80,0,0,7760,6490,14250,.,.,.,30,6520,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,2-DIBROMOETHANE",'000106934',C,R,NAICS 324 - Petroleum,60,0,60,0,0,0,60,.,60,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,2-DIBROMOETHANE",'000106934',C,R,NAICS 324 - Petroleum,50,0,50,2,0,0,52,.,52,.,.,0,3,0,3,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,2-DICHLOROETHANE",'000107062',C,R,NAICS 324 - Petroleum,70,0,70,0,0,0,70,.,70,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,2-DICHLOROETHANE",'000107062',C,R,NAICS 324 - Petroleum,10,0,10,1,0,0,11,.,11,.,.,0,2,0,2,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,3-BUTADIENE",'000106990',C,R,NAICS 324 - Petroleum,20,0,20,0,0,0,20,.,20,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,"1,3-BUTADIENE",'000106990',C,R,NAICS 325 - Chemicals,400,0,400,0,0,0,400,.,400,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,2-METHOXYETHANOL,'000109864',C,R,NAICS 324 - Petroleum,10,0,10,0,0,0,10,.,10,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ALUMINUM OXIDE (FIBROUS FORMS),'001344281',C,R,NAICS 324 - Petroleum,0,9000,9000,0,0,0,9000,6200,15200,.,.,0,0,0,6200,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ALUMINUM OXIDE (FIBROUS FORMS),'001344281',C,R,NAICS 324 - Petroleum,0,55550,55550,0,0,0,55550,878340,933890,.,.,0,0,0,878340,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,AMMONIA,'007664417',C,R,NAICS 324 - Petroleum,10000,469000,479000,0,0,0,479000,.,479000,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,AMMONIA,'007664417',C,R,NAICS 325 - Chemicals,190,1840,2030,24160,0,0,26190,2,26192,.,.,.,193410,0,193412,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,BENZENE,'000071432',C,R,NAICS 325 - Chemicals,2670,1680,4350,40,0,0,4390,2005,6395,.,.,.,20,2025,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,BENZENE,'000071432',C,R,NAICS 324 - Petroleum,79282,0,79282,0,0,0,79282,23,79305,.,.,.,12000,12023,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CHLORINE,'007782505',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CHLORINE,'007782505',C,R,NAICS 324 - Petroleum,1370,40,1410,0,0,0,1410,.,1410,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CHLORINE DIOXIDE,'010049044',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),'N090',C,R,NAICS 324 - Petroleum,0,3000,3000,1,0,0,3001,21413,24414,.,.,.,20400,0,21413,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),'N090',C,R,NAICS 324 - Petroleum,0,300,300,330,0,0,630,5150,5780,.,.,.,840,5150,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,COBALT COMPOUNDS,'N096',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,51,51,.,.,.,0,0,51,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,COPPER,'007440508',C,R,NAICS 324 - Petroleum,0,0,0,150,0,0,150,2420,2570,.,.,.,790,400,2820,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,COPPER COMPOUNDS,'N100',C,R,NAICS 324 - Petroleum,0,0,0,1,0,0,1,2581,2582,.,.,.,800,0,2581,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CRESOL (MIXED ISOMERS),'001319773',C,R,NAICS 325 - Chemicals,0,0,0,0,0,0,0,.,0,.,.,0,53310,0,53310,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CYCLOHEXANE,'000110827',C,R,NAICS 324 - Petroleum,3000,0,3000,0,0,0,3000,.,3000,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,CYCLOHEXANE,'000110827',C,R,NAICS 325 - Chemicals,810,970,1780,30,0,0,1810,1340,3150,.,.,.,240,1580,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,DIETHANOLAMINE,'000111422',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,DIETHANOLAMINE,'000111422',C,R,NAICS 325 - Chemicals,0,0,0,0,0,0,0,.,0,.,.,0,544620,0,544620,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ETHYLBENZENE,'000100414',C,R,NAICS 324 - Petroleum,1900,0,1900,0,0,0,1900,.,1900,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ETHYLBENZENE,'000100414',C,R,NAICS 325 - Chemicals,4930,190,5120,80,0,0,5200,4120,9320,.,.,.,30,4150,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ETHYLENE,'000074851',C,R,NAICS 324 - Petroleum,700,0,700,0,0,0,700,.,700,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ETHYLENE,'000074851',C,R,NAICS 325 - Chemicals,2040,0,2040,0,0,0,2040,.,2040,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ETHYLENE GLYCOL,'000107211',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,LEAD COMPOUNDS,'N420',C,R,NAICS 324 - Petroleum,200,0,200,12,0,0,212,1755,1967,.,.,.,1300,0,1755,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,LEAD COMPOUNDS,'N420',C,R,NAICS 325 - Chemicals,60,0,60,130,0,0,190,1855,2045,.,.,.,260,1855,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,MANGANESE,'007439965',C,R,NAICS 324 - Petroleum,0,0,0,1,0,0,1,1700,1701,.,.,.,1700,0,1700,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,MANGANESE COMPOUNDS,'N450',C,R,NAICS 324 - Petroleum,90,0,90,150,0,0,240,260,500,.,.,.,260,0,260,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,METHANOL,'000067561',C,R,NAICS 324 - Petroleum,50,0,50,0,0,0,50,.,50,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,METHANOL,'000067561',C,R,NAICS 324 - Petroleum,4240,1900,6140,4900,0,0,11040,.,11040,.,.,0,1230,0,1230,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,METHYL TERT-BUTYL ETHER,'001634044',C,R,NAICS 324 - Petroleum,300,0,300,0,0,0,300,.,300,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,MOLYBDENUM TRIOXIDE,'001313275',C,R,NAICS 325 - Chemicals,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,NICKEL COMPOUNDS,'N495',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,130,130,.,.,.,0,0,130,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,NICKEL COMPOUNDS,'N495',C,R,NAICS 325 - Chemicals,0,0,0,100,0,0,100,1320,1420,.,.,.,260,1320,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,PHENOL,'000108952',C,R,NAICS 324 - Petroleum,0,0,0,1,0,0,1,.,1,.,.,0,71000,0,71000,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,PROPYLENE,'000115071',C,R,NAICS 324 - Petroleum,7700,0,7700,0,0,0,7700,.,7700,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,PROPYLENE,'000115071',C,R,NAICS 325 - Chemicals,14650,0,14650,0,0,0,14650,.,14650,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,SODIUM HYDROXIDE (SOLUTION),'001310732',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,SODIUM HYDROXIDE (SOLUTION),'001310732',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),'007664939',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),'007664939',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,TOLUENE,'000108883',C,R,NAICS 325 - Chemicals,19190,4970,24160,2280,0,0,26440,10470,36910,.,.,.,30,10500,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,TOLUENE,'000108883',C,R,NAICS 324 - Petroleum,132393,0,132393,0,0,0,132393,23,132416,.,.,.,10800,10823,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,XYLENE (MIXED ISOMERS),'001330207',C,R,NAICS 325 - Chemicals,17030,3890,20920,260,0,0,21180,13830,35010,.,.,.,3200,17030,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,XYLENE (MIXED ISOMERS),'001330207',C,R,NAICS 324 - Petroleum,76527,0,76527,0,0,0,76527,13,76540,.,.,.,8000,8013,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ZINC COMPOUNDS,'N982',C,R,NAICS 324 - Petroleum,0,0,0,1,0,0,1,7905,7906,.,.,.,2500,0,7905,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1988,ZINC COMPOUNDS,'N982',C,R,NAICS 325 - Chemicals,0,210,210,790,0,0,1000,8290,9290,.,.,.,570,8290,0,0,0,0,0,0,0,0,0,
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,1,1-TRICHLOROETHANE",'000071556',C,R,NAICS 324 - Petroleum,75,0,75,0,0,0,75,.,75,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,1,1-TRICHLOROETHANE",'000071556',C,R,NAICS 324 - Petroleum,4685,5,4690,0,0,0,4690,.,4690,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,2,4-TRIMETHYLBENZENE",'000095636',C,R,NAICS 324 - Petroleum,800,0,800,0,0,0,800,.,800,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,2,4-TRIMETHYLBENZENE",'000095636',C,R,NAICS 325 - Chemicals,5830,2390,8220,110,0,0,8330,1941,10271,.,.,0,780,0,2721,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,2-DIBROMOETHANE",'000106934',C,R,NAICS 324 - Petroleum,60,0,60,0,0,0,60,.,60,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,2-DIBROMOETHANE",'000106934',C,R,NAICS 324 - Petroleum,90,0,90,0,0,0,90,.,90,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,2-DICHLOROETHANE",'000107062',C,R,NAICS 324 - Petroleum,63,0,63,0,0,0,63,.,63,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,2-DICHLOROETHANE",'000107062',C,R,NAICS 324 - Petroleum,20,0,20,10,0,0,30,.,30,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,3-BUTADIENE",'000106990',C,R,NAICS 324 - Petroleum,26,0,26,0,0,0,26,.,26,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,"1,3-BUTADIENE",'000106990',C,R,NAICS 325 - Chemicals,1130,0,1130,0,0,0,1130,.,1130,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,2-METHOXYETHANOL,'000109864',C,R,NAICS 324 - Petroleum,10,0,10,0,0,0,10,.,10,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,ALUMINUM OXIDE (FIBROUS FORMS),'001344281',C,R,NAICS 324 - Petroleum,0,63375,63375,0,0,0,63375,345305,408680,.,.,0,0,0,345305,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,AMMONIA,'007664417',C,R,NAICS 324 - Petroleum,10000,361000,371000,0,0,0,371000,.,371000,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,AMMONIA,'007664417',C,R,NAICS 325 - Chemicals,330,2170,2500,16740,0,0,19240,.,19240,.,.,0,144000,0,144000,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,BENZENE,'000071432',C,R,NAICS 324 - Petroleum,8800,0,8800,0,0,0,8800,109,8909,.,.,0,7000,0,7109,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,BENZENE,'000071432',C,R,NAICS 325 - Chemicals,3845,2550,6395,20,0,0,6415,311,6726,.,.,0,15,0,326,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,CHLORINE,'007782505',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,CHLORINE,'007782505',C,R,NAICS 324 - Petroleum,150,35,185,0,0,0,185,.,185,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),'N090',C,R,NAICS 324 - Petroleum,0,1500,1500,0,0,0,1500,24201,25701,.,.,.,10200,0,24201,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,COBALT COMPOUNDS,'N096',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,131,131,.,.,.,0,0,131,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,COPPER COMPOUNDS,'N100',C,R,NAICS 324 - Petroleum,0,0,0,0,0,0,0,6401,6401,.,.,.,800,0,6401,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,COPPER COMPOUNDS,'N100',C,R,NAICS 325 - Chemicals,0,0,0,130,0,0,130,3630,3760,.,.,.,960,0,3630,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,CRESOL (MIXED ISOMERS),'001319773',C,R,NAICS 325 - Chemicals,250,250,500,380,0,0,880,.,880,.,.,0,5270,0,5270,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,CYCLOHEXANE,'000110827',C,R,NAICS 324 - Petroleum,5100,0,5100,0,0,0,5100,.,5100,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2350 E 223RD ST,CARSON,LOS ANGELES,CA,'90810',1989,CYCLOHEXANE,'000110827',C,R,NAICS 325 - Chemicals,1855,305,2160,30,0,0,2190,411,2601,.,.,0,190,0,601,0,0,0,0,0,0,0,0,0
