"TRI On-site and Off-site Reported Disposed of or Otherwise Released (in pounds), top 100  facilities (of 383) for  facilities in All Industries, for  All chemicals,   Los Angeles County, California, 2015"
"Row #","Facility","Latitude","Longitude","Underground","RCRA Subtitle","Other On-Site","Sub Total","Fugitive Air","Point Source","Surface Water","Underground","Land Treatment","RCRA Subtitle","Other Surface","Other Land","Sub Total","Total On-site","Underground","RCRA Subtitle","Other Landfills","Sub Total","Storage Only","Solidification","Wastewater","POTWs (Metal","Underground","RCRA Subtitle","Other Surface","Land Treatment","Other Land","Other Off-site","Waste Broker","Unknown","Sub Total","Total Off-site","Total On- and "
" "," "," "," ","Injection","C Landfills","Landfills","","Emissions","Air Emissions","Discharges","Injection","","C Surface","Impoundments","Disposal","","Disposal or","Injection to","C Landfills","","","","/Stabilization","Treatment-","and Metal","Injection","C Surface","Impoundments","","Disposal","Management","","","","Disposal or","Off-site"
" "," "," "," ","Class I Wells","","","","","","","Class II-V Wells","","Impoundments","","","","Other Releases","to Class I","","","","","(metals only)","Metals Only","Compounds)","Class II-V Wells","Impoundments","","","","","","","","Other Releases","Disposal or"
" "," "," "," ","","","","","","","","Wells","","","","","","","","","","","","","","","Wells","","","","","","","","","","Other Releases"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000"
"28","ALTA-DENA CERTIFIED DAIRY LLC.17637 E VALLEY BLVD, CITY OF INDUSTRY CALIFORNIA 91744 (LOS ANGELES)","              34.008","            -117.917","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000"
" ","NITRATE COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000"
"29","AMERICAN POLYMERS CORP DBA POLYCOAT PRODUCTS.14722 SPRING AVE, SANTA FE SPRINGS CALIFORNIA 90670 (LOS ANGELES)","              33.896","            -118.040","                .0000000","                .0000000","                .0000000","                .0000000","             750.0000000","             750.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,500.0000000","           1,500.0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","           1,500.0000000"
" ","DIISOCYANATES"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","MERCURY COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","N-METHYL-2-PYRROLIDONE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","TOLUENE DIISOCYANATE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             750.0000000","             750.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,500.0000000","           1,500.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,500.0000000"
"30","AMERICAN RENOLIT CORP LA.6900 ELM ST, COMMERCE CALIFORNIA 90040 (LOS ANGELES)","              33.991","            -118.134","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             255.0000000","             255.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             250.0000000",".","             250.0000000","             250.0000000","             505.0000000"
" ","DI(2-ETHYLHEXYL) PHTHALATE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             255.0000000","             255.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             250.0000000",".","             250.0000000","             250.0000000","             505.0000000"
"31","AMERICAS STYRENICS LLC.305 CRENSHAW BLVD, TORRANCE CALIFORNIA 90503 (LOS ANGELES)","              33.846","            -118.329","                .0000000","                .0000000","                .0000000","                .0000000","             266.0000000","           5,056.0000000","              42.0000000","                .0000000","                .0000000","                .0000000","                .0000000","              26.0000000","           5,390.0000000","           5,390.0000000",".","             111.0000000",".","             111.0000000",".",".",".","           2,280.0000000",".",".",".",".",".","             120.0000000","          21,600.0000000",".","          24,000.0000000","          24,111.0000000","          29,501.0000000"
" ","ETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              44.0000000","           1,021.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","           1,066.0000000","           1,066.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,066.0000000"
" ","STYRENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             222.0000000","           4,035.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","           4,258.0000000","           4,258.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           4,258.0000000"
" ","ZINC COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              42.0000000","                .0000000","                .0000000","                .0000000","                .0000000","              24.0000000","              66.0000000","              66.0000000",".","             111.0000000",".","             111.0000000",".",".",".","           2,280.0000000",".",".",".",".",".","             120.0000000","          21,600.0000000",".","          24,000.0000000","          24,111.0000000","          24,177.0000000"
"32","AMERICH CORP.13212 SATICOY ST, NORTH HOLLYWOOD CALIFORNIA 91605 (LOS ANGELES)","              34.208","            -118.421","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          16,831.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          16,831.0000000","          16,831.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          16,831.0000000"
" ","STYRENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          16,831.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          16,831.0000000","          16,831.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          16,831.0000000"
"33","AMVAC CHEMICAL CORP.4100 E WASHINGTON BLVD, LOS ANGELES CALIFORNIA 90023 (LOS ANGELES)","              34.009","            -118.188","                .0000000","                .0000000","                .0000000","                .0000000","               2.0000000","             630.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             632.0000000","             632.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             632.0000000"
" ","CARBON DISULFIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               2.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.0000000","               2.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               2.0000000"
" ","CHLOROMETHANE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","DICHLORVOS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             630.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             630.0000000","             630.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             630.0000000"
" ","METHAM SODIUM"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","NALED"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","PERMETHRIN"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","POTASSIUM N-METHYLDITHIOCARBAMATE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"34","ANAPLEX CORP.15547 GARFIELD AVE, PARAMOUNT CALIFORNIA 90723 (LOS ANGELES)","              33.892","            -118.169","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"35","ANHEUSER-BUSCH LLC.15800 ROSCOE BLVD, VAN NUYS CALIFORNIA 91406 (LOS ANGELES)","              34.221","            -118.480","                .0000000","                .0000000","                .0000000","                .0000000","          15,994.0000000","           2,339.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          18,333.0000000","          18,333.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              12.0000000",".",".","              12.0000000","              12.0000000","          18,345.0000000"
" ","AMMONIA"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","          15,994.0000000","           2,339.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          18,333.0000000","          18,333.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              12.0000000",".",".","              12.0000000","              12.0000000","          18,345.0000000"
" ","NITRATE COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"36","ANODIZING INDUSTRIES INC.5222 ALHAMBRA AVE., LOS ANGELES CALIFORNIA 90032 (LOS ANGELES)","              34.074","            -118.172","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000","              10.0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000","              10.0000000"
"37","AQUAFINE CORP.29010 AVE PAINE, VALENCIA CALIFORNIA 91355 (LOS ANGELES)","              34.446","            -118.634","                .0000000","                .0000000","                .0000000","                .0000000","               2.9900000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.9900000","               2.9900000",".","             740.0000000",".","             740.0000000",".","                .0000000","                .0500000","                .0000000",".",".",".",".",".",".",".",".","                .0500000","             740.0500000","             743.0400000"
" ","CHROMIUM"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.9400000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.9400000","               1.9400000",".","             463.0000000",".","             463.0000000",".","                .0000000","                .0300000","                .0000000",".",".",".",".",".",".",".",".","                .0300000","             463.0300000","             464.9700000"
" ","NICKEL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.0500000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0500000","               1.0500000",".","             277.0000000",".","             277.0000000",".","                .0000000","                .0200000","                .0000000",".",".",".",".",".",".",".",".","                .0200000","             277.0200000","             278.0700000"
"38","ARCADIA INC.3225 E WASHINGTON BLVD, VERNON CALIFORNIA 90058 (LOS ANGELES)","              34.014","            -118.209","                .0000000","                .0000000","                .0000000","                .0000000","           1,830.0000000","           1,587.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           3,417.0000000","           3,417.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           3,417.0000000"
" ","CERTAIN GLYCOL ETHERS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             448.0000000","             698.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,146.0000000","           1,146.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,146.0000000"
" ","DIMETHYL PHTHALATE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             436.0000000","             223.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             659.0000000","             659.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             659.0000000"
" ","TOLUENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             687.0000000","             483.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,170.0000000","           1,170.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,170.0000000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             259.0000000","             183.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             442.0000000","             442.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             442.0000000"
"39","ARDAGH METAL PACKAGING USA INC.936 BARRACUDA ST, TERMINAL ISLAND CALIFORNIA 90731 (LOS ANGELES)","              33.738","            -118.264","                .0000000","                .0000000","                .0000000","                .0000000","          12,400.0000000","           1,000.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          13,400.0000000","          13,400.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          13,400.0000000"
" ","1,2,4-TRIMETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           1,500.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,750.0000000","           1,750.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,750.0000000"
" ","CERTAIN GLYCOL ETHERS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           5,700.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           5,950.0000000","           5,950.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           5,950.0000000"
" ","N-BUTYL ALCOHOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           2,500.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           2,750.0000000","           2,750.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           2,750.0000000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           2,700.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           2,950.0000000","           2,950.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           2,950.0000000"
"40","ARKEMA COATING RESINS PLANT.19206 HAWTHORNE BLVD, TORRANCE CALIFORNIA 90503 (LOS ANGELES)","              33.856","            -118.350","                .0000000","                .0000000","                .0000000","                .0000000","           1,500.0000000","           1,255.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           2,755.0000000","           2,755.0000000",".",".","             510.0000000","             510.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","             510.0000000","           3,265.0000000"
" ","ACRYLAMIDE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","ACRYLIC ACID"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","BUTYL ACRYLATE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             250.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             500.0000000","             500.0000000",".",".","             250.0000000","             250.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","             250.0000000","             750.0000000"
" ","METHYL METHACRYLATE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             250.0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             500.0000000","             500.0000000",".",".","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000","             505.0000000"
" ","PROPYLENEIMINE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","STYRENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             250.0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             255.0000000","             255.0000000",".",".","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000","             260.0000000"
" ","VINYL ACETATE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             750.0000000","             750.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,500.0000000","           1,500.0000000",".",".","             250.0000000","             250.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","             250.0000000","           1,750.0000000"
"41","ARMORCAST PRODUCTS CO.13030 RAYMER ST, NORTH HOLLYWOOD CALIFORNIA 91605 (LOS ANGELES)","              34.205","            -118.417","                .0000000","                .0000000","                .0000000","                .0000000","             730.0000000","             400.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,130.0000000","           1,130.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,130.0000000"
" ","STYRENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             730.0000000","             400.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,130.0000000","           1,130.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,130.0000000"
"42","ARMORCAST PRODUCTS CO.13230 SATICOY ST, NORTH HOLLYWOOD CALIFORNIA 91605 (LOS ANGELES)","              34.208","            -118.421","                .0000000","                .0000000","                .0000000","                .0000000","           4,673.0000000","          10,686.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          15,359.0000000","          15,359.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          15,359.0000000"
" ","STYRENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           4,673.0000000","          10,686.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          15,359.0000000","          15,359.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          15,359.0000000"
"43","ARMSTRONG WORLD INDUSTRIES INC.5037 PATATA STREET, SOUTH GATE CALIFORNIA 90280 (LOS ANGELES)","              33.955","            -118.176","                .0000000","                .0000000","                .0000000","                .0000000","                .1111000","                .9903000","               1.9700000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.0714000","               3.0714000",".","               2.0200000",".","               2.0200000",".",".",".","               8.3600000",".",".",".",".",".",".",".",".","               8.3600000","              10.3800000","              13.4514000"
" ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0011000","                .0103000","                .1700000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .1814000","                .1814000",".","                .0200000",".","                .0200000",".",".",".","               1.0000000",".",".",".",".",".",".",".",".","               1.0000000","               1.0200000","               1.2014000"
" ","ZINC COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .1100000","                .9800000","               1.8000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.8900000","               2.8900000",".","               2.0000000",".","               2.0000000",".",".",".","               7.3600000",".",".",".",".",".",".",".",".","               7.3600000","               9.3600000","              12.2500000"
"44","ARROWHEAD BRASS & PLUMBING LLC.5142 ALHAMBRA AVE, LOS ANGELES CALIFORNIA 90032 (LOS ANGELES)","              34.072","            -118.174","                .0000000","                .0000000","                .0000000","                .0000000","               1.0080000","               1.5800000","               6.5000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               9.0880000","               9.0880000",".","           8,065.0000000",".","           8,065.0000000",".",".",".","              19.0000000",".",".",".",".",".",".",".",".","              19.0000000","           8,084.0000000","           8,093.0880000"
" ","COPPER COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","               1.0000000","               2.5000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               4.5000000","               4.5000000",".","           1,092.0000000",".","           1,092.0000000",".",".",".","              17.0000000",".",".",".",".",".",".",".",".","              17.0000000","           1,109.0000000","           1,113.5000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0200000","               1.5000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.5200000","               1.5200000",".","             250.0000000",".","             250.0000000",".",".",".","               1.0000000",".",".",".",".",".",".",".",".","               1.0000000","             251.0000000","             252.5200000"
" ","ZINC COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0080000","                .5600000","               2.5000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.0680000","               3.0680000",".","           6,723.0000000",".","           6,723.0000000",".",".",".","               1.0000000",".",".",".",".",".",".",".",".","               1.0000000","           6,724.0000000","           6,727.0680000"
"45","ASHLAND SPECIALTY CHEMICAL CO.6608 E 26TH ST, COMMERCE CALIFORNIA 90040 (LOS ANGELES)","              33.983","            -118.133","                .0000000","                .0000000","                .0000000","                .0000000","           2,479.0000000","           3,540.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           6,019.0000000","           6,019.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           6,019.0000000"
" ","1,2,4-TRIMETHYLBENZENE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","4,4'-ISOPROPYLIDENEDIPHENOL"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","COBALT COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","DICYCLOPENTADIENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              62.0000000","              96.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             158.0000000","             158.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             158.0000000"
" ","DIISOCYANATES"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","ETHYLENE GLYCOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               2.0000000","               1.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.0000000","               3.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               3.0000000"
" ","MALEIC ANHYDRIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.3000000","              16.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              21.3000000","              21.3000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              21.3000000"
" ","METHYL METHACRYLATE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","N,N-DIMETHYLANILINE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","PHTHALIC ANHYDRIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               9.7000000","              17.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              26.7000000","              26.7000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              26.7000000"
