"TRI On-site and Off-site Reported Disposed of or Otherwise Released (in pounds), top 100  facilities (of 383) for  facilities in All Industries, for  All chemicals,   Los Angeles County, California, 2015"
"Row #","Facility","Latitude","Longitude","Underground","RCRA Subtitle","Other On-Site","Sub Total","Fugitive Air","Point Source","Surface Water","Underground","Land Treatment","RCRA Subtitle","Other Surface","Other Land","Sub Total","Total On-site","Underground","RCRA Subtitle","Other Landfills","Sub Total","Storage Only","Solidification","Wastewater","POTWs (Metal","Underground","RCRA Subtitle","Other Surface","Land Treatment","Other Land","Other Off-site","Waste Broker","Unknown","Sub Total","Total Off-site","Total On- and "
" "," "," "," ","Injection","C Landfills","Landfills","","Emissions","Air Emissions","Discharges","Injection","","C Surface","Impoundments","Disposal","","Disposal or","Injection to","C Landfills","","","","/Stabilization","Treatment-","and Metal","Injection","C Surface","Impoundments","","Disposal","Management","","","","Disposal or","Off-site"
" "," "," "," ","Class I Wells","","","","","","","Class II-V Wells","","Impoundments","","","","Other Releases","to Class I","","","","","(metals only)","Metals Only","Compounds)","Class II-V Wells","Impoundments","","","","","","","","Other Releases","Disposal or"
" "," "," "," ","","","","","","","","Wells","","","","","","","","","","","","","","","Wells","","","","","","","","","","Other Releases"
" ","DICHLOROMETHANE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               2.1700000","                .0600000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.2300000","               2.2300000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               2.2300000"
" ","ETHYLENE GLYCOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              10.1000000","                .8900000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              10.9900000","              10.9900000","             195.9200000",".",".","             195.9200000",".",".",".",".",".",".",".",".",".",".",".",".",".","             195.9200000","             206.9100000"
" ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".","              24.1600000","             293.8200000",".",".","             317.9800000","             317.9800000","             317.9800000"
" ","METHANOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              43.6000000","               1.7700000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              45.3700000","              45.3700000","          13,036.0000000",".",".","          13,036.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","          13,036.0000000","          13,081.3700000"
" ","METHYL ISOBUTYL KETONE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               2.5600000","               1.2200000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.7800000","               3.7800000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               3.7800000"
" ","N,N-DIMETHYLFORMAMIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               2.1800000","                .7700000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.9500000","               2.9500000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               2.9500000"
" ","N-HEXANE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.4000000","                .0600000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.4600000","               1.4600000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               1.4600000"
" ","STYRENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.2700000","               1.1800000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               6.4500000","               6.4500000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               6.4500000"
" ","TETRACHLOROETHYLENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .9660000","                .0440000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0100000","               1.0100000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               1.0100000"
" ","TOLUENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               7.5600000","                .6800000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               8.2400000","               8.2400000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               8.2400000"
" ","TOLUENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0500000","                .3800000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.4300000","               5.4300000","             652.0000000",".",".","             652.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","             652.0000000","             657.4300000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               2.5400000","                .8700000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.4100000","               3.4100000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               3.4100000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               9.4800000","                .4900000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               9.9700000","               9.9700000","             521.0000000",".",".","             521.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","             521.0000000","             530.9700000"
"60","BRENNTAG PACIFIC INC.4545 ARDINE ST, SOUTH GATE CALIFORNIA 90280 (LOS ANGELES)","              33.957","            -118.189","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","CERTAIN GLYCOL ETHERS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","COPPER COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","ETHYLENE GLYCOL"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","NITRATE COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","NITRIC ACID"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","SODIUM NITRITE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","ZINC COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"61","BRENNTAG PACIFIC INC.10747 PATTERSON PL, SANTA FE SPRINGS CALIFORNIA 90670 (LOS ANGELES)","              33.937","            -118.060","                .0000000","                .0000000","                .0000000","                .0000000","              88.7700000","               2.3300000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              91.1000000","              91.1000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           3,305.0000000","           3,305.0000000","           3,305.0000000","           3,396.1000000"
" ","1,2,4-TRIMETHYLBENZENE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","AMMONIA"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","CERTAIN GLYCOL ETHERS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               4.9500000","                .8500000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.8000000","               5.8000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,340.0000000","           1,340.0000000","           1,340.0000000","           1,345.8000000"
" ","CUMENE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","DIETHANOLAMINE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","ETHYLBENZENE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","ETHYLENE GLYCOL"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","FORMALDEHYDE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","FORMIC ACID"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","HYDROGEN FLUORIDE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","METHANOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              76.0000000","               1.0300000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              77.0300000","              77.0300000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,140.0000000","           1,140.0000000","           1,140.0000000","           1,217.0300000"
" ","METHYL ISOBUTYL KETONE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","N,N-DIMETHYLFORMAMIDE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","N-HEXANE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","NAPHTHALENE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","NITRIC ACID"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","TETRACHLOROETHYLENE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","TOLUENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               6.5000000","                .4000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               6.9000000","               6.9000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             558.0000000","             558.0000000","             558.0000000","             564.9000000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.3200000","                .0500000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.3700000","               1.3700000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             267.0000000","             267.0000000","             267.0000000","             268.3700000"
"62","BRIDGESTONE BANDAG LLC LONG BEACH PLANT.2500 THOMPSON ST, LONG BEACH CALIFORNIA 90805 (LOS ANGELES)","              33.881","            -118.163","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             983.0000000","               1.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             984.0000000","             984.0000000",".",".","             529.0000000","             529.0000000",".",".",".","              12.5000000",".",".",".",".",".",".",".",".","              12.5000000","             541.5000000","           1,525.5000000"
" ","2-MERCAPTOBENZOTHIAZOLE"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","ZINC COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             983.0000000","               1.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             984.0000000","             984.0000000",".",".","             529.0000000","             529.0000000",".",".",".","              12.5000000",".",".",".",".",".",".",".",".","              12.5000000","             541.5000000","           1,525.5000000"
"63","BROWN-PACIFIC INC.13639 E BORA DR, SANTA FE SPRINGS CALIFORNIA 90670 (LOS ANGELES)","              33.905","            -118.040","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              15.0000000","              15.0000000",".",".",".",".",".",".",".","               6.1000000",".",".",".",".",".",".",".",".","               6.1000000","               6.1000000","              21.1000000"
" ","CHROMIUM"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".","                .2000000",".",".",".",".",".",".",".",".","                .2000000","                .2000000","                .2000000"
" ","COPPER"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".","               2.0000000",".",".",".",".",".",".",".",".","               2.0000000","               2.0000000","               2.0000000"
" ","NICKEL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".","               3.9000000",".",".",".",".",".",".",".",".","               3.9000000","               3.9000000","               3.9000000"
" ","NITRATE COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              10.0000000","              10.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              10.0000000"
"64","CAL METAL X.366 E 58TH ST  ATTN PARCEL 5100-007-003, LOS ANGELES CALIFORNIA 90011 (LOS ANGELES)","              33.990","            -118.269","                .0000000","                .0000000","                .0000000","                .0000000","               1.8000000","               3.3000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.1000000","               5.1000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.1000000"
" ","COPPER"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.8000000","               3.3000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.1000000","               5.1000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.1000000"
"65","CALIFORNIA AMFORGE CORP.750 N VERNON AVE, AZUSA CALIFORNIA 91702 (LOS ANGELES)","              34.136","            -117.916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","COBALT COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","COPPER COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","MANGANESE COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","NICKEL COMPOUNDS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"66","CALIFORNIA DAIRIES INC ARTESIA.11709 ARTESIA BLVD, ARTESIA CALIFORNIA 90701 (LOS ANGELES)","              33.873","            -118.084","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","NITRATE COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"67","CALIFORNIA EXPANDED METALS CO.263 N COVINA LN, CITY OF INDUSTRY CALIFORNIA 91744 (LOS ANGELES)","              34.056","            -118.000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"68","CALPORTLAND CO ALAMEDA PLANT.1862 E 27TH ST, LOS ANGELES CALIFORNIA 90058 (LOS ANGELES)","              34.013","            -118.237","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
"69","CALPORTLAND CO LAX PLANT.5299 W 111TH ST, LOS ANGELES CALIFORNIA 90045 (LOS ANGELES)","              33.935","            -118.372","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
"70","CALPORTLAND CO NORMANDIE PLANT.19030 S NORMANDIE AVE, TORRANCE CALIFORNIA 90502 (LOS ANGELES)","              33.858","            -118.299","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
"71","CALPORTLAND CO SUN VALLEY PLANT.8981 BRADLEY AVE, SUN VALLEY CALIFORNIA 91352 (LOS ANGELES)","              34.232","            -118.379","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
"72","CALPORTLAND CO WEST LA PLANT.11122 W PICO BLVD, LOS ANGELES CALIFORNIA 90064 (LOS ANGELES)","              34.037","            -118.436","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
"73","CARDINAL INDUSTRIAL FINISHES.1329 POTRERO AVE, SOUTH EL MONTE CALIFORNIA 91733 (LOS ANGELES)","              34.044","            -118.056","                .0000000","                .0000000","                .0000000","                .0000000","             110.8000000","              34.1000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             144.9000000","             144.9000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             144.9000000"
" ","CERTAIN GLYCOL ETHERS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             110.8000000","              34.1000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             144.9000000","             144.9000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             144.9000000"
"74","CARLTON FORGE WORKS.7743 E ADAMS ST, PARAMOUNT CALIFORNIA 90723 (LOS ANGELES)","              33.895","            -118.165","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               7.0000000","               7.0000000",".",".","               6.0000000","               6.0000000",".",".",".","                .0000000",".",".",".",".",".",".",".",".","                .0000000","               6.0000000","              13.0000000"
" ","CHROMIUM"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","               1.0000000",".",".","               2.0000000","               2.0000000",".",".",".","                .0000000",".",".",".",".",".",".",".",".","                .0000000","               2.0000000","               3.0000000"
" ","COBALT"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","                .0000000","                .0000000",".",".",".","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","COPPER"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","               2.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.0000000","               3.0000000",".",".","                .0000000","                .0000000",".",".",".","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","               3.0000000"
" ","NICKEL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","               2.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.0000000","               3.0000000",".",".","               4.0000000","               4.0000000",".",".",".","                .0000000",".",".",".",".",".",".",".",".","                .0000000","               4.0000000","               7.0000000"
"75","CARROLL CO  CALIFORNIA DIV.11641 PIKE ST, SANTA FE SPRINGS CALIFORNIA 90670 (LOS ANGELES)","              33.956","            -118.075","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
" ","CERTAIN GLYCOL ETHERS"," "," ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"76","CAST-RITE CORP.515 E AIRLINE WAY, GARDENA CALIFORNIA 90248 (LOS ANGELES)","              33.887","            -118.267","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","COPPER"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
